participant,date,expName,resp_2.keys,exp,language,step_cont,response,resp_3.keys,l1,l2,prolific,group
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-30,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,15,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-20,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,25,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,5,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,20,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-5,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,10,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,40,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,50,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,30,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,45,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,35,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-10,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-15,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-35,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-25,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,25,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,5,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,15,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,35,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-20,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,30,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-15,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-25,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-30,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,45,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,10,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-10,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,40,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,20,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-35,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-5,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,50,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,5,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,30,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-15,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,10,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,40,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,20,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,45,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,15,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-35,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-30,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-25,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,25,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-10,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-20,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,35,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,50,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-5,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,50,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,25,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-20,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-35,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,45,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,20,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-30,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-5,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,-25,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,40,1,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
5a08c9a7f2e3460001edb063,2021-01-02_17h20.58.653,English_step1,NA,stops,english,10,0,NA,English,Spanish,5a08c9a7f2e3460001edb063,ES
